empresa,pais,ventas,beneficios,activos,valor de mercado
Elevance Health,United States,160672.0,6209.0,109040.0,110105.0
Commonwealth Bank,Australia,25327.0,6964.2,835776.0,109213.0
General Electric,United States,74020.0,8558.0,164472.0,109157.0
Goldman Sachs Group,United States,79453.0,10556.0,1538349.0,108717.0
Inditex,Spain,34099.0,4324.0,32563.0,108467.0
BP,United Kingdom,248111.0,25888.8,278661.0,108295.0
Meituan ,China,32581.0,-1038.7,35169.0,108166.0
Stryker,United States,18952.0,2627.0,36830.0,108078.0
Intuitive Surgical,United States,6431.0,1312.0,13053.0,106829.0
Nippon Telegraph & Tel,Japan,97362.0,8996.3,190656.0,106806.0
AIRBUS,France,60865.0,3633.6,128266.0,106129.0
Mondelez International,United States,32898.0,3943.0,72786.0,105625.0
Diageo,United Kingdom,20836.0,4408.5,46575.0,104221.0
Rio Tinto,United Kingdom,55336.0,12149.0,96744.0,102090.0
Gilead Sciences,United States,26845.0,5584.0,61876.0,99476.0
Blackstone,United States,12489.0,616.6,41086.0,98798.0
Applied Materials,United States,26141.0,6450.0,27959.0,98084.0
CSL,Australia,11725.0,2174.4,35448.0,97913.0
Schneider Electric,France,35918.0,3654.2,62293.0,97625.0
Wuliangye Yibin,China,9663.0,4143.7,23345.0,97559.0
TAQA,United Arab Emirates,13728.0,2186.2,49422.0,97361.0
BlackRock,United States,17388.0,4899.0,121398.0,96824.0
Allianz,Germany,134260.0,7081.5,1139492.0,95452.0
Booking Holdings,United States,18173.0,4024.0,25206.0,94894.0
Richemont,Switzerland,21605.0,127.8,38825.0,94059.0
Air Liquide,France,31460.0,2899.4,52848.0,93956.0
Analog Devices,United States,12579.0,3430.0,50235.0,92768.0
Equinor,Norway,141919.0,28979.0,152491.0,91826.0
American Tower,United States,10818.0,1389.9,66818.0,91694.0
CVS Health,United States,331171.0,3973.0,239330.0,90614.0
TJX Cos,United States,49936.0,3497.6,28349.0,90477.0
EssilorLuxottica,France,25743.0,2262.7,64634.0,90119.0
Citigroup,United States,120418.0,15024.0,2455113.0,90033.0
Vertex Pharmaceuticals,United States,9024.0,3259.7,18974.0,89651.0
Automatic Data Processing,United States,17662.0,3260.6,59882.0,89020.0
Marsh & McLennan,United States,21074.0,3214.0,34358.0,88733.0
ServiceNow,United States,7619.0,400.0,13614.0,88569.0
Charles Schwab,United States,23861.0,7384.0,535600.0,88211.0
BYD,China,68058.0,2885.7,79615.0,87012.0
Zoetis,United States,8094.0,2071.0,13754.0,86059.0
PayPal,United States,27056.0,2419.0,78717.0,84177.0
Altria Group,United States,20632.0,5580.0,36826.0,83344.0
Regeneron Pharmaceuticals,United States,12370.0,4182.7,30060.0,83303.0
PDD Holdings,Ireland,19278.0,4628.2,34110.0,83213.0
Chubb,Switzerland,44700.0,5231.0,179829.0,82392.0
Southern Company,United States,29124.0,3362.0,134756.0,81715.0
Iberdrola,Spain,59549.0,4889.2,165068.0,81389.0
Enbridge,Canada,37689.0,2109.3,130838.0,80508.0
Canadian National Railway,Canada,13386.0,4096.2,37613.0,80379.0
Al Rajhi Bank,Saudi Arabia,10293.0,4516.1,206782.0,79355.0
"Merck KGaA, Darmstadt, Germany and its affiliates",Germany,23365.0,3494.5,52344.0,79198.0
Shopify,Canada,5904.0,-1918.0,10964.0,79192.0
ICICI Bank,India,23166.0,4235.2,238310.0,79153.0
British American Tobacco,United Kingdom,34065.0,8150.7,184700.0,78904.0
BNP Paribas,France,99466.0,10108.3,2845690.0,78591.0
Mercedes-Benz Group,Germany,158776.0,15553.7,286001.0,78488.0
China Yangtze Power,China,8235.0,3177.4,84402.0,78239.0
Cigna,United States,182796.0,6752.0,142690.0,77455.0
Mitsubishi UFJ Financial,Japan,60223.0,3068.7,2966286.0,76886.0
HCA Healthcare,United States,60879.0,5733.0,52711.0,76519.0
Duke Energy,United States,29136.0,2669.0,183345.0,76515.0
Uber,United States,33846.0,-3369.0,32451.0,76400.0
Progressive,United States,52048.0,855.5,74521.0,75817.0
BMW Group,Germany,154248.0,11668.4,268979.0,75773.0
AirBnB,United States,8399.0,1893.3,16038.0,75768.0
Bank Central Asia,Indonesia,6714.0,2933.3,88147.0,75603.0
Kering,France,21388.0,3798.2,36224.0,75521.0
Canadian Pacific Kansas City,Canada,6985.0,2817.0,54311.0,75096.0
GSK,United Kingdom,35000.0,5347.0,72451.0,74449.0
Fiserv,United States,18146.0,2424.0,76548.0,74262.0
Boston Scientific,United States,13045.0,902.0,32892.0,74099.0
CNOOC,Hong Kong,59081.0,21089.5,133641.0,72945.0
The Estée Lauder Companies,United States,15796.0,1091.0,22715.0,72709.0
Fast Retailing,Japan,19001.0,2085.9,22139.0,72674.0
Becton Dickinson,United States,18809.0,1646.0,54394.0,72043.0
Target,United States,109120.0,2780.0,53335.0,71955.0
Lam Research,United States,18839.0,4917.3,19243.0,71168.0
Atlas Copco,Sweden,14540.0,2385.1,16966.0,70989.0
Zurich Insurance Group,Switzerland,41891.0,4605.8,352115.0,70969.0
Volkswagen Group,Germany,293466.0,15625.9,633778.0,70161.0
AXA Group,France,110916.0,6825.0,701247.0,70072.0
Glencore International,Switzerland,254932.0,16975.4,132583.0,69999.0
Illinois Tool Works,United States,16012.0,3086.0,15921.0,69992.0
Enel,Italy,132188.0,1337.4,229907.0,68904.0
KDDI,Japan,42697.0,4946.8,88015.0,68670.0
Equinix,United States,7527.0,815.7,31274.0,68660.0
WM,United States,19929.0,2258.0,31290.0,68520.0
Eaton,Ireland,21392.0,2567.0,35517.0,68181.0
Northrop Grumman,United States,37106.0,4783.0,44244.0,67852.0
VINCI,France,65439.0,4477.2,119522.0,67801.0
China Shenhua Energy,China,51977.0,8001.9,94219.0,67726.0
Aon,Ireland,12679.0,2616.0,34253.0,67074.0
Micron Technology,United States,23063.0,1611.0,66520.0,67010.0
Colgate-Palmolive,United States,18338.0,1598.0,16173.0,66855.0
Humana,United States,95642.0,3115.0,54776.0,66848.0
América Móvil,Mexico,43568.0,3840.0,88244.0,66815.0
EOG Resources,United States,28431.0,9392.0,41025.0,66773.0
ABB,Switzerland,30370.0,2891.7,40039.0,66753.0
Daiichi Sankyo,Japan,9434.0,805.7,18851.0,66619.0
CME Group,United States,5114.0,2867.2,166039.0,66599.0
Air Products & Chemicals,United States,12880.0,2255.3,28278.0,65892.0
Investor AB,Sweden,8111.0,2623.0,73168.0,65583.0
Schlumberger,United States,29935.0,3865.0,43855.0,65209.0
ITC,India,8885.0,2316.2,10099.0,65154.0
CSX,United States,15146.0,4294.0,41478.0,64773.0
Safran,France,20518.0,-2584.3,49977.0,64348.0
Infosys,India,18262.0,2998.2,15309.0,63856.0
Bayer ,Germany,53325.0,4361.5,139686.0,63473.0
Canadian Natural Resources,Canada,30420.0,7281.8,55610.0,63253.0
Petrobras,Brazil,124166.0,36465.8,184992.0,63029.0
State Bank of India,India,56543.0,5990.7,695198.0,62879.0
Monster Beverage,United States,6491.0,1294.9,8844.0,62497.0
Bank of Montreal,Canada,37560.0,8293.6,858625.0,62479.0
MercadoLibre,Uruguay,11326.0,618.0,14201.0,62438.0
DBS,Singapore,16107.0,5941.3,554448.0,61898.0
Vale,Brazil,41433.0,15981.2,87722.0,61715.0
IntercontinentalExchange,United States,9082.0,1444.0,151550.0,60639.0
HDFC,India,19038.0,3255.2,132818.0,60578.0
Pernod Ricard,France,12462.0,2521.3,39355.0,60470.0
Nongfu Spring,China,4944.0,1267.6,5647.0,59812.0
Shin-Etsu Chemical,Japan,20727.0,5226.2,35543.0,59751.0
Activision Blizzard,United States,8143.0,1858.0,27393.0,59748.0
Oriental Land,Japan,3565.0,595.7,9065.0,59685.0
Sherwin-Williams,United States,22593.0,2126.7,23130.0,59531.0
Bank of Nova Scotia,Canada,40240.0,6875.8,1030043.0,59345.0
Alpha Dhabi Holding,United Arab Emirates,10913.0,1986.5,35677.0,59145.0
UBS,Switzerland,39886.0,6546.7,1053134.0,58278.0
The Saudi National Bank,Saudi Arabia,11766.0,5086.3,260024.0,58226.0
RELX,United Kingdom,10535.0,2012.7,19041.0,58210.0
O'Reilly Automotive,United States,14822.0,2207.7,12973.0,58171.0
Reckitt Benckiser Group,United Kingdom,17803.0,2878.7,34574.0,58146.0
General Dynamics,United States,39896.0,3390.0,52096.0,58137.0
FedEx,United States,92619.0,2987.0,85775.0,57635.0
Saudi Telecom,Saudi Arabia,17958.0,3241.3,36514.0,57590.0
3M,United States,33431.0,5454.0,46886.0,57015.0
NetEase,China,14339.0,2931.6,24852.0,56682.0
Harbour Energy,United Kingdom,5391.0,-88.5,12566.0,56654.0
Sumitomo Mitsui Financial,Japan,41539.0,6446.2,2005655.0,56636.0
Synopsys,United States,5165.0,942.4,9566.0,56589.0
Thomson Reuters,Canada,6699.0,1176.2,21035.0,56308.0
JD.com,China,155261.0,1491.1,85627.0,56260.0
Midea Group,China,52990.0,4417.7,64188.0,56213.0
Santander,Spain,87736.0,10094.6,1900638.0,56184.0
The Hershey Company,United States,10741.0,1698.5,11112.0,56177.0
NAB - National Australia Bank,Australia,26272.0,4994.3,702091.0,56100.0
Softbank,Japan,55246.0,-23111.4,320916.0,56050.0
Cadence Design,United States,3682.0,855.4,5172.0,55966.0
Chipotle Mexican Grill,United States,8983.0,1032.5,7053.0,55958.0
Moody's,United States,5416.0,1377.0,14719.0,55901.0
China Life Insurance,China,124427.0,4874.6,754946.0,55827.0
Palo Alto Networks,United States,6156.0,34.3,13163.0,55659.0
Etisalat,United Arab Emirates,14186.0,2657.3,39951.0,55416.0
Deutsche Post,Germany,96468.0,5115.6,73176.0,55250.0
Shenzhen Mindray Bio-Medical Electronics,China,4585.0,1469.2,7066.0,55008.0
Daikin Industries,Japan,28837.0,1885.1,31636.0,54923.0
Occidental Petroleum,United States,36253.0,13217.0,74756.0,54625.0
Tokyo Electron,Japan,16845.0,3647.5,15861.0,54605.0
Ferrari,Italy,5552.0,1029.7,8715.0,53878.0
Edwards Lifesciences,United States,5501.0,1488.8,8651.0,53796.0
Bank Rakyat Indonesia (BRI),Indonesia,13163.0,3445.3,119842.0,53788.0
Hitachi,Japan,80293.0,4790.0,93932.0,53761.0
Bharti Airtel,India,17123.0,934.5,52924.0,53656.0
Marriott International,United States,22189.0,2738.0,24863.0,53563.0
Charter Communications,United States,54475.0,4873.0,144870.0,53558.0
Mitsubishi,Japan,161017.0,9492.5,171084.0,53502.0
London Stock Exchange,United Kingdom,9538.0,1044.6,1004609.0,53391.0
National Grid,United Kingdom,26722.0,3998.3,112270.0,53388.0
VMware,United States,13349.0,1314.0,31237.0,53183.0
KLA,United States,10590.0,3508.0,13684.0,52912.0
EDF ,France,150790.0,-19497.7,414234.0,52832.0
Dassault Systemes,France,6006.0,959.4,15591.0,52817.0
Takeda Pharmaceutical,Japan,29991.0,2087.2,102351.0,52780.0
General Mills,United States,19955.0,2801.8,31200.0,52750.0
Freeport-McMoRan,United States,22374.0,2594.0,50909.0,52272.0
Moderna,United States,14919.0,4784.0,24125.0,52241.0
Public Storage,United States,4308.0,4352.9,17508.0,52025.0
Bank of Communications,China,78286.0,12900.9,1868956.0,51575.0
Hong Kong Exchanges,Hong Kong,2465.0,1380.1,48344.0,51536.0
Industrial Bank ,China,59080.0,12968.6,1430041.0,51489.0
Crown Castle International,United States,7017.0,1671.0,39054.0,51390.0
Itaú Unibanco Holding,Brazil,53172.0,5751.2,441404.0,51284.0
Munich Re,Germany,79522.0,3607.0,324751.0,51221.0
Couche Tard,Canada,71780.0,2889.4,28321.0,51117.0
China Telecom,China,70292.0,4097.8,119859.0,51074.0
Banco Btg Pactual,Brazil,15494.0,1518.4,85347.0,50771.0
Kraft Heinz Company,United States,26928.0,2423.0,90943.0,50710.0
Fortinet,United States,4725.0,966.6,6832.0,50643.0
Hikvision,China,11990.0,1803.4,17052.0,50561.0
Westpac Banking Group,Australia,18712.0,4050.3,653075.0,50442.0
Snowflake,United States,2066.0,-796.7,7722.0,50105.0
McKesson,United States,273903.0,3141.0,62690.0,50102.0
Eni,Italy,132380.0,13119.1,154130.0,49966.0
Stellantis,Netherlands,188747.0,17655.3,198675.0,49843.0
Pioneer Natural Resources,United States,22833.0,7041.0,36109.0,49603.0
AutoZone,United States,16890.0,2418.5,15545.0,49519.0
Ecolab,United States,14493.0,1153.2,21252.0,49448.0
Itochu,Japan,104494.0,6262.1,103067.0,49181.0
Lululemon Athletica,Canada,8111.0,854.8,5607.0,49176.0
Nintendo,Japan,12699.0,3471.0,21113.0,49134.0
Kimberly-Clark,United States,20275.0,1977.0,18177.0,48981.0
Adyen,Netherlands,9391.0,592.9,8270.0,48909.0
Intesa Sanpaolo,Italy,36361.0,5825.9,1037750.0,48857.0
Brookfield Corporation,Canada,94472.0,1996.0,441284.0,48835.0
Roper Technologies,United States,5562.0,1168.3,27135.0,48832.0
Sempra,United States,18209.0,2496.0,80549.0,48746.0
Lonza Group,Switzerland,6516.0,1272.2,18976.0,48298.0
Emerson Electric,United States,17499.0,2001.0,36147.0,48235.0
Mitsui,Japan,105569.0,8343.1,115568.0,48164.0
ANZ,Australia,28272.0,4877.4,744226.0,48130.0
BASF,Germany,87601.0,-297.4,93586.0,48044.0
Apollo Global Management,United States,6858.0,-3259.0,259333.0,48004.0
Dollar General,United States,37845.0,2416.0,31939.0,47974.0
Ford Motor,United States,165055.0,2886.0,256800.0,47794.0
Infineon Technologies,Germany,16465.0,2917.1,28720.0,47582.0
Norfolk Southern,United States,12962.0,3030.0,39169.0,47513.0
Hon Hai Precision ,Taiwan,222286.0,4745.7,134502.0,47501.0
Cintas,United States,8606.0,1290.6,8466.0,47431.0
Luzhou Lao Jiao,China,3299.0,1633.9,8490.0,47420.0
American Electric,United States,19718.0,1989.5,94518.0,47417.0
Motorola Solutions,United States,9390.0,1374.0,12353.0,47222.0
Dominion Energy,United States,16844.0,994.0,104243.0,47180.0
Las Vegas Sands,United States,5287.0,-542.0,22715.0,47117.0
US Bancorp,United States,31423.0,5945.0,682377.0,47067.0
Workday,United States,6198.0,-366.7,13486.0,47003.0
Bayan Resources,Indonesia,4725.0,2184.2,3945.0,46962.0
DexCom,United States,3022.0,292.5,5516.0,46834.0
Kotak Mahindra Bank,India,8514.0,1857.1,75494.0,46830.0
Keurig Dr Pepper,United States,14332.0,1318.0,51660.0,46648.0
Foshan Haitian Flavouring and Food,China,3672.0,887.4,5029.0,46503.0
PNC Financial Services,United States,26181.0,6281.0,561777.0,46368.0
General Motors,United States,160741.0,9391.0,267004.0,46235.0
Republic Services,United States,14122.0,1519.4,29081.0,46133.0
SK Hynix,South Korea,34534.0,1725.5,82144.0,46112.0
Biogen,United States,9523.0,3131.0,24598.0,46037.0
Zijin Mining Group,China,40306.0,2843.2,45892.0,45694.0
Compass Group,United Kingdom,32538.0,1419.5,20928.0,45543.0
Kenvue,United States,14929.0,2087.0,27316.0,45478.0
Marathon Petroleum,United States,174051.0,16391.0,87037.0,45356.0
Gallagher,United States,8440.0,1114.2,38908.0,45350.0
Amphenol,United States,12645.0,1915.8,15382.0,45072.0
Honda Motor,Japan,124682.0,5383.4,182975.0,44937.0
Denso,Japan,47236.0,2321.7,55667.0,44853.0
Saudi Arabian Mining,Saudi Arabia,10727.0,2481.8,29693.0,44626.0
Recruit Holdings ,Japan,25557.0,2250.8,20530.0,44403.0
KKR,United States,5288.0,-841.1,277077.0,44356.0
Macquarie Group,Australia,17218.0,3427.7,260810.0,44214.0
BCE,Canada,18424.0,2061.7,51705.0,43731.0
Jiangsu Hengrui Medicine,China,3077.0,570.1,6155.0,43731.0
NXP Semiconductors,Netherlands,13190.0,2745.0,23732.0,43330.0
ING Group,Netherlands,19508.0,3860.2,1032904.0,43318.0
Life Insurance Corp. of India,India,100346.0,553.6,561407.0,43307.0
LG Chem,South Korea,41812.0,1394.5,53755.0,43258.0
Qatar National Bank,Qatar,21177.0,3841.8,323602.0,43036.0
Oversea-Chinese Banking,Singapore,25391.0,4168.3,417504.0,42893.0
Sika,Switzerland,10985.0,1217.2,12412.0,42883.0
Phillips 66,United States,167865.0,12392.0,77262.0,42876.0
Parker-Hannifin,United States,18157.0,1502.8,30516.0,42751.0
Johnson Controls International,Ireland,26093.0,1391.0,43420.0,42669.0
Exelon,United States,19314.0,2242.0,96925.0,42617.0
Arista Networks,United States,4856.0,1516.7,7543.0,42537.0
Danone,France,29071.0,993.2,48326.0,42514.0
First Abu Dhabi Bank,United Arab Emirates,13110.0,3192.1,322750.0,42393.0
Realty Income,United States,3479.0,895.1,51101.0,42379.0
Shanxi Xinghuacun Fen Wine Factory,China,3412.0,1342.6,5866.0,42352.0
Woodside Energy Group,Australia,16968.0,6609.6,59321.0,42334.0
Travelers,United States,37788.0,2779.0,108901.0,42107.0
Baidu,China,18355.0,1086.0,56241.0,42003.0
Fortescue Metals Group,Australia,17045.0,5749.3,27974.0,41998.0
TransDigm Group,United States,5633.0,853.0,18489.0,41887.0
Autodesk,United States,4945.0,823.0,9438.0,41870.0
MetLife,United States,69530.0,1950.0,674266.0,41860.0
Hess,United States,12459.0,2152.0,21938.0,41851.0
TC Energy,Canada,11010.0,1281.0,88078.0,41627.0
Corteva,United States,17738.0,1178.0,45500.0,41408.0
China State Construction Engineering,China,303784.0,7697.1,394939.0,41384.0
Archer Daniels Midland,United States,102284.0,4456.0,58802.0,41370.0
Anglo American,United Kingdom,35051.0,4371.9,67407.0,41295.0
BBVA-Banco Bilbao Vizcaya,Spain,51936.0,6723.4,803499.0,41228.0
DSV Panalpina,Denmark,30122.0,2302.7,22573.0,41214.0
Microchip Technology,United States,8439.0,2237.7,16370.0,41183.0
Prudential,United Kingdom,-7339.0,1036.6,163135.0,41095.0
Constellation Software,Canada,6637.0,513.9,7882.0,41059.0
Volvo Group,Sweden,48072.0,3714.1,63110.0,41030.0
Constellation Brands,United States,9454.0,-71.0,24662.0,40946.0
Wanhua Chemical Group,China,24038.0,2175.1,34604.0,40935.0
Larsen & Toubro,India,22620.0,1285.1,39679.0,40853.0
Sun Hung Kai Properties,Hong Kong,8331.0,2398.8,102723.0,40840.0
Aflac,United States,19030.0,4357.0,133866.0,40840.0
Seven & I Holdings,Japan,88029.0,2094.1,77458.0,40758.0
Beijing-Shanghai High-Speed Railway,China,3296.0,208.5,42348.0,40712.0
China Tourism Group Duty Free ,China,8317.0,701.5,11622.0,40705.0
IDEXX Laboratories,United States,3431.0,699.2,2808.0,40547.0
Trane Technologies,Ireland,16302.0,1803.4,17897.0,40322.0
UniCredit,Italy,21026.0,6787.2,915458.0,40144.0
Tokio Marine Holdings,Japan,48673.0,2416.2,216926.0,39821.0
Haleon,United Kingdom,13498.0,1330.9,41879.0,39787.0
Holcim,Switzerland,30562.0,3445.8,62260.0,39587.0
American International Group,United States,51417.0,6046.0,463772.0,39487.0
Agilent Technologies,United States,6930.0,1323.0,10919.0,39417.0
Wesfarmers,Australia,28764.0,1749.0,18716.0,39402.0
Hoya,Japan,5378.0,1258.3,7613.0,39396.0
Orsted,Denmark,16904.0,1649.8,44723.0,39160.0
Welltower,United States,6018.0,105.0,38494.0,39146.0
Suncor Energy,Canada,44925.0,6972.4,62451.0,39032.0
Hyundai Motor,South Korea,114546.0,7024.2,203068.0,38935.0
Sysco,United States,75554.0,1546.4,22702.0,38898.0
Paychex,United States,4922.0,1503.3,10604.0,38874.0
ENGIE ,France,98650.0,228.1,251327.0,38778.0
TE Connectivity,Switzerland,16457.0,2132.0,21490.0,38740.0
Newmont Mining,United States,11641.0,-537.0,38374.0,38718.0
Valero Energy,United States,174429.0,13640.0,60177.0,38697.0
Japan Tobacco,Japan,20231.0,3418.7,47687.0,38605.0
Nordea Bank,Finland,17973.0,4640.5,656352.0,38566.0
Yum! Brands,United States,6940.0,1226.0,5749.0,38512.0
Dow,United States,53489.0,2901.0,59316.0,38485.0
CITIC,Hong Kong,98478.0,9639.0,1511118.0,38404.0
Universal Music Group,Netherlands,10867.0,821.9,12537.0,38320.0
Xcel Energy,United States,15616.0,1774.0,60945.0,38288.0
Hilton Worldwide Holdings,United States,9375.0,1249.0,15211.0,38268.0
STMicroelectronics,Switzerland,16840.0,4590.2,21204.0,38262.0
S.F. Holding,China,38668.0,1002.3,31154.0,38259.0
Truist Financial,United States,27997.0,6358.0,574354.0,38213.0
Kinder Morgan,United States,18251.0,2546.0,68931.0,38190.0
BAE Systems,United Kingdom,26185.0,1959.8,37846.0,38077.0
Paccar,United States,30833.0,3145.0,34826.0,38023.0
MSCI,United States,2281.0,880.9,5059.0,37922.0
Lloyds Banking Group,United Kingdom,27972.0,7052.9,1095148.0,37827.0
Grupo Mexico,Mexico,13929.0,3255.4,32659.0,37809.0
Canadian Imperial Bank,Canada,28828.0,3652.7,690966.0,37691.0
Copart,United States,3673.0,1081.9,5932.0,37598.0
Centene,United States,146251.0,1483.0,82982.0,37530.0
Mizuho Financial,Japan,32033.0,4524.5,1908304.0,37499.0
Seagen,United States,2056.0,-648.6,3543.0,37476.0
PICC,China,93377.0,3478.0,216230.0,37148.0
D.R. Horton,United States,33658.0,5180.6,31171.0,36877.0
Williams,United States,10896.0,2596.0,48936.0,36765.0
Manulife,Canada,12231.0,5602.8,591335.0,36629.0
Murata Manufacturing,Japan,12447.0,1872.0,21585.0,36440.0
Longi Green Energy Technology,China,20131.0,2302.3,20937.0,36392.0
CRH,Ireland,32845.0,3828.7,45188.0,36358.0
Waste Connections,Canada,7469.0,851.7,17227.0,36118.0
Muyuan Foodstuff,China,18510.0,1970.1,27755.0,36109.0
Kuehne & Nagel International,Switzerland,37668.0,2425.1,15417.0,36030.0
Cheniere Energy,United States,33304.0,7727.0,40265.0,36004.0
GE Healthcare,United States,18341.0,1916.0,32637.0,35910.0
Alcon,Switzerland,8716.0,331.6,29209.0,35900.0
Neste,Finland,26500.0,1546.4,17034.0,35892.0
Nucor,United States,39729.0,6625.4,32246.0,35855.0
Simon Property Group,United States,5346.0,2155.6,33298.0,35815.0
Ross Stores,United States,18696.0,1512.0,14403.0,35723.0
East Money Information  ,China,1976.0,1220.4,32194.0,35717.0
Block,United States,17532.0,-540.7,31364.0,35671.0
Naspers,South Africa,7569.0,3757.2,62164.0,35638.0
L3Harris Technologies,United States,17430.0,924.0,35507.0,35566.0
Deutsche Boerse,Germany,5738.0,1608.7,299627.0,35542.0
Otis Worldwide,United States,13617.0,1273.0,9845.0,35526.0
Xiaomi  ,China,41726.0,344.3,39344.0,35501.0
Carrier Global,United States,21040.0,2528.0,26411.0,35380.0
United Overseas Bank,Singapore,11999.0,3316.2,375977.0,35359.0
Barrick Gold,Canada,10839.0,77.4,46152.0,35333.0
Kroger,United States,148259.0,2222.0,52210.0,35321.0
Asian Paints,India,4273.0,473.5,2980.0,35317.0
Kuwait Finance House,Kuwait,6327.0,1419.4,120107.0,35304.0
Swisscom,Switzerland,11609.0,1671.5,27743.0,35132.0
Marvell Technology,United States,5920.0,-163.5,22522.0,35107.0
ON Semiconductor Corp.,United States,8341.0,1833.7,12274.0,35077.0
MediaTek,Taiwan,16501.0,3347.0,19795.0,35068.0
Femsa,Mexico,35858.0,3456.1,44899.0,35045.0
HCL Technologies,India,12624.0,1847.9,11366.0,35013.0
IQVIA,United States,14488.0,1055.0,25739.0,34980.0
Atlassian,United States,3180.0,-355.3,3614.0,34931.0
Old Dominion Freight Line,United States,6205.0,1362.4,4957.0,34875.0
E.ON,Germany,121556.0,1928.5,163477.0,34793.0
Samsung SDI,South Korea,16364.0,1573.1,23928.0,34580.0
Consolidated Edison,United States,15975.0,2491.0,62804.0,34477.0
Anta Sports Products,China,7971.0,1126.8,9954.0,34452.0
Flutter Entertainment,Ireland,9476.0,-372.0,24638.0,34438.0
Credit Agricole,France,51302.0,5281.1,2313394.0,34400.0
Dollar Tree,United States,28327.0,1615.4,23022.0,34394.0
Electronic Arts,United States,7219.0,1039.0,13470.0,34394.0
PG&E,United States,21680.0,1814.0,128504.0,34329.0
Henkel,Germany,23539.0,1322.1,35409.0,34276.0
Orange,France,45687.0,2045.2,120786.0,34049.0
ResMed,United States,4016.0,863.0,6714.0,34037.0
AmerisourceBergen,United States,247543.0,1616.8,58766.0,34012.0
RWE Group,Germany,40322.0,2855.5,188791.0,33952.0
WW Grainger,United States,15672.0,1667.0,7825.0,33888.0
SMC,Japan,6177.0,1731.5,14388.0,33769.0
Telstra,Australia,15430.0,1224.1,28625.0,33704.0
Capital One,United States,41327.0,5841.0,471660.0,33539.0
Adidas,Germany,23381.0,93.6,21378.0,33473.0
Ametek,United States,6289.0,1192.8,12616.0,33423.0
Dell Technologies,United States,101565.0,2442.0,89611.0,33197.0
WEG,Brazil,5968.0,886.5,5704.0,33134.0
China Resources Land,Hong Kong,30612.0,4141.2,155549.0,33122.0
Bank of New York Mellon,United States,23045.0,2776.0,425112.0,33109.0
Fidelity National Information (FIS),United States,14547.0,-16699.0,61078.0,33028.0
Shanghai Pudong Development,China,56247.0,7630.1,1289673.0,32956.0
VICI Properties,United States,3062.0,1396.0,41853.0,32949.0
Devon Energy,United States,20643.0,5958.0,23721.0,32935.0
Fanuc,Japan,6287.0,1258.8,14077.0,32905.0
Lennar,United States,33981.0,4653.8,36573.0,32830.0
Givaudan,Switzerland,7452.0,896.3,12439.0,32808.0
Bank Mandiri,Indonesia,9997.0,2716.1,120799.0,32584.0
Rockwell Automation,United States,8348.0,1316.3,11469.0,32558.0
Globalfoundries,United States,8108.0,1448.0,17841.0,32542.0
Axis Bank,India,13209.0,1341.5,163589.0,32541.0
PPG ,United States,17724.0,1272.0,22099.0,32494.0
Royal Ahold Delhaize N.V.,Netherlands,91419.0,2675.8,51820.0,32367.0
Vodafone,United Kingdom,49741.0,2245.3,154236.0,32361.0
Nutrien,Canada,37748.0,7606.7,54586.0,32332.0
SingTel,Singapore,10898.0,1578.1,33030.0,32252.0
Jiangsu Yanghe Brewery,China,4020.0,1481.7,9761.0,32228.0
Cognizant,United States,19414.0,2307.0,18147.0,32118.0
Citic Securities,China,13555.0,3145.0,209609.0,32106.0
Woolworths,Australia,43066.0,1189.6,22902.0,32078.0
Cummins,United States,30142.0,2523.0,31433.0,32047.0
Chunghwa Telecom,Taiwan,7224.0,1218.7,17023.0,32027.0
Public Service Enterprise Group,United States,11044.0,2320.0,49409.0,31844.0
Capgemini,France,23116.0,1625.9,27192.0,31678.0
Banco Bradesco,Brazil,56264.0,3487.0,357455.0,31598.0
Illumina,United States,4447.0,-4488.0,11811.0,31546.0
Generali Group,Italy,91782.0,3060.4,552895.0,31514.0
Ferguson,United Kingdom,30011.0,2095.0,15216.0,31505.0
MTR,Hong Kong,6106.0,1255.0,41907.0,31503.0
Mettler-Toledo International,United States,3951.0,886.9,3410.0,31501.0
Beiersdorf,Germany,9248.0,793.5,13295.0,31456.0
Warner Bros. Discovery,United States,41358.0,-8896.0,130584.0,31323.0
Fastenal,United States,7136.0,1112.4,4577.0,31213.0
ACWA Power,Saudi Arabia,1473.0,351.9,13189.0,31192.0
Amadeus IT Group ,Spain,4715.0,1075.1,12652.0,31106.0
Thales,France,18464.0,1177.7,36735.0,31055.0
NatWest Group,United Kingdom,22712.0,4701.5,860104.0,31032.0
Hygon Information Technology,China,755.0,119.3,3232.0,31021.0
China Pacific Insurance,China,68072.0,4155.2,300516.0,31016.0
Experian,Ireland,6475.0,937.4,10421.0,30992.0
Brown-Forman,United States,4139.0,727.0,7754.0,30989.0
Coupang,United States,20583.0,-92.0,9513.0,30943.0
Trade Desk,United States,1578.0,53.4,4381.0,30755.0
Airports of Thailand,Thailand,657.0,-184.6,5290.0,30752.0
Coloplast,Denmark,3322.0,653.5,5055.0,30751.0
Hexagon ,Sweden,5500.0,1112.7,18090.0,30683.0
Transurban Group,Australia,2868.0,113.0,25958.0,30595.0
Verisk Analytics,United States,2774.0,504.5,4190.0,30534.0
