empresa,pais,ventas,beneficios,activos,valor de mercado
Korea Shipbuilding & Offshore Engineering,South Korea,12729.0,-706.7,23239.0,8678.0
Zain,Kuwait,5303.0,603.6,16146.0,8654.0
China Conch Venture Holdings,China,960.0,1105.6,8307.0,8652.0
Covivio,France,1179.0,410.1,33593.0,8630.0
Mitsubishi UFJ Lease,Japan,8367.0,506.8,58374.0,8627.0
US Foods,United States,22885.0,-226.0,12423.0,8580.0
Vistra Energy,United States,11062.0,636.0,25208.0,8570.0
X5 Retail Group,Russia,27360.0,392.8,15863.0,8550.0
Kimco Realty,United States,1693.0,995.7,11614.0,8548.0
Electrolux Group,Sweden,12598.0,456.8,12128.0,8545.0
ThyssenKrupp Group,Germany,32594.0,-5925.6,43256.0,8539.0
Arab National Bank,Saudi Arabia,1807.0,552.9,48085.0,8518.0
Johnson Matthey,United Kingdom,18779.0,131.2,10800.0,8477.0
RenaissanceRe Holdings,Bermuda,5161.0,751.8,27210.0,8452.0
Empire,Canada,21184.0,528.4,11713.0,8444.0
Berry Global Group,United States,12029.0,642.0,17176.0,8415.0
First Citizens Bank (NC),United States,1961.0,491.7,49958.0,8413.0
Huntington Ingalls Industries,United States,9361.0,696.0,8741.0,8385.0
Lixil Group,Japan,12489.0,387.8,17649.0,8371.0
SDIC Capital,China,2471.0,601.0,33448.0,8353.0
GAIL India,India,8035.0,1130.3,10270.0,8338.0
Tokyo Century,Japan,11456.0,525.4,53895.0,8336.0
PIK Group,Russia,2661.0,1193.9,8927.0,8324.0
Gemdale,China,8150.0,1376.1,55764.0,8305.0
Voya Financial,United States,7649.0,33.0,178182.0,8305.0
Aluminum Corp of China,China,26997.0,15073.4,29802.0,8303.0
Indorama Ventures,Thailand,10593.0,53.2,15126.0,8272.0
BCI-Banco Credito,Chile,3529.0,401.0,80445.0,8261.0
S-Oil,South Korea,14264.0,-674.7,14444.0,8260.0
Sanlam,South Africa,7822.0,173.9,63218.0,8203.0
Samhallsbyggnadsbolaget I Norden,Sweden,556.0,957.3,14640.0,8195.0
Daiwa Securities,Japan,5447.0,646.7,254104.0,8170.0
VTB Bank,Russia,17129.0,901.1,245283.0,8119.0
Bancolombia,Colombia,5963.0,74.7,74717.0,8107.0
Jabil Circuit,United States,28297.0,368.9,14494.0,8101.0
Dongfeng Motor Group,China,15662.0,1576.3,48399.0,8095.0
Valeo,France,18737.0,-1241.4,23060.0,8067.0
Hulic ,Japan,3181.0,595.9,19559.0,8060.0
DXC Technology,United States,18159.0,-2846.0,23634.0,8058.0
Ford Otosan,Turkey,7036.0,596.8,3332.0,8053.0
Taisei,Japan,14534.0,1035.6,16954.0,8041.0
Jefferies Financial ,United States,8104.0,1237.5,56869.0,8036.0
AutoNation,United States,20390.0,381.6,10115.0,8012.0
ATOS,France,12746.0,627.0,22179.0,7997.0
Voestalpine,Austria,12669.0,-232.0,17530.0,7985.0
FAW Jiefang Group,China,16370.0,387.1,9823.0,7971.0
China Resources Cement Holdings,Hong Kong,5169.0,1155.2,8839.0,7963.0
Charoen Pokphand Foods,Thailand,18844.0,812.3,25425.0,7949.0
M&G,United Kingdom,19011.0,1459.3,296580.0,7948.0
Daito Trust Construction,Japan,14514.0,780.0,8296.0,7944.0
Bâloise Group,Switzerland,9154.0,462.7,99199.0,7922.0
LG Display,South Korea,20536.0,-75.7,32285.0,7917.0
Tokyu,Japan,9199.0,-282.5,24428.0,7883.0
Ricoh,Japan,15995.0,-228.5,17888.0,7882.0
Jiangxi Copper,China,46107.0,324.5,21542.0,7870.0
Intco Medical Technology,China,1997.0,1015.2,1978.0,7851.0
Osaka Gas,Japan,12710.0,605.1,21366.0,7837.0
Colruyt,Belgium,11025.0,540.2,5933.0,7825.0
China Communications Construction,China,90841.0,2275.2,199420.0,7823.0
China Cinda Asset Management,China,10486.0,1403.7,232130.0,7810.0
Ternium,Luxembourg,8624.0,767.8,12851.0,7782.0
Thor Industries,United States,9271.0,389.5,6370.0,7762.0
Zhejiang Zheneng Electric Power,China,7301.0,838.3,16301.0,7756.0
Shengjing Bank,China,6513.0,162.7,158790.0,7755.0
China Bohai Bank,China,9594.0,1079.1,213168.0,7749.0
China Eastern Airlines,China,8532.0,-1701.2,43526.0,7673.0
Performance Food Group,United States,26667.0,-174.5,7678.0,7656.0
Seazen Group,China,21454.0,1492.4,83258.0,7633.0
J Sainsbury,United Kingdom,36735.0,-6.4,34218.0,7621.0
People's United Bank,United States,2216.0,572.6,63092.0,7615.0
Deutsche Lufthansa,Germany,15491.0,-7666.3,49030.0,7612.0
Bank Negara Indonesia,Indonesia,5045.0,225.6,63440.0,7610.0
Sinotruk Hong Kong,China,14262.0,995.2,16974.0,7604.0
AIB Group,Ireland,3198.0,-914.3,135115.0,7576.0
PKN Orlen,Poland,22108.0,754.5,22612.0,7568.0
Emaar Properties,United Arab Emirates,6093.0,712.5,31699.0,7563.0
JFE Holdings,Japan,30502.0,-2756.8,44377.0,7551.0
Toll Brothers,United States,7310.0,486.2,10864.0,7546.0
Dick's Sporting Goods,United States,9584.0,530.3,7753.0,7531.0
Hopson Development Holdings,Hong Kong,4798.0,1757.8,38803.0,7530.0
OneMain Holdings,United States,4941.0,730.0,22471.0,7527.0
ENN Natural Gas,China,12681.0,305.3,16747.0,7486.0
CIFI Holdings Group,China,10494.0,1167.2,57999.0,7461.0
Bangkok Bank,Thailand,5207.0,549.0,127602.0,7459.0
Commerzbank,Germany,13008.0,-3252.3,620237.0,7455.0
Xinjiang Goldwind Science & Technology,China,8181.0,413.2,16688.0,7450.0
Absa Group,South Africa,8247.0,357.1,104238.0,7397.0
Grupa PZU,Poland,9824.0,490.5,96182.0,7381.0
T&D Holdings,Japan,18872.0,1472.9,169140.0,7357.0
Stifel Financial,United States,3828.0,503.5,26898.0,7357.0
Iida Group Holdings,Japan,14394.0,640.2,13835.0,7354.0
Idemitsu Kosan,Japan,43988.0,-893.3,37495.0,7352.0
TCF Financial,United States,2264.0,222.8,47802.0,7345.0
Hengyi Petrochemical ,China,11213.0,577.2,14365.0,7343.0
Commercial Bank For Investment & Development Of Vietnam,Vietnam,5229.0,304.7,65707.0,7323.0
Starwood Property Trust,United States,1136.0,325.8,80874.0,7290.0
Samsung Fire & Marine,South Korea,17972.0,639.9,84377.0,7273.0
Cullen/Frost Bankers,United States,1475.0,328.1,42391.0,7270.0
Hunan Valin Steel,China,16786.0,926.5,13875.0,7263.0
Grupo Aval,Colombia,10289.0,635.7,94400.0,7255.0
Shanghai Yuyuan Tourist Mart,China,6094.0,523.1,17164.0,7251.0
Old Republic International,United States,7166.0,558.6,18806.0,7226.0
SBI Holdings,Japan,4115.0,569.7,62630.0,7221.0
Kajima,Japan,18378.0,1034.3,20252.0,7217.0
Ahli United Bank,Bahrain,1726.0,418.6,40071.0,7195.0
Proximus,Belgium,6205.0,644.1,10742.0,7171.0
Raiffeisen Bank International,Austria,8293.0,830.7,203059.0,7125.0
Prosperity Bancshares,United States,1281.0,528.9,34059.0,7105.0
Royal Mail,United Kingdom,14456.0,28.0,12779.0,7080.0
Braskem,Brazil,11350.0,-1297.3,16573.0,7077.0
Isuzu Motors,Japan,17513.0,396.3,20466.0,7063.0
Penske Automotive,United States,20444.0,543.6,13979.0,7032.0
Pinnacle Bank,United States,1257.0,312.3,35041.0,7021.0
SLM,United States,2286.0,880.7,30770.0,7008.0
Synovus Financial,United States,2303.0,373.7,54631.0,6994.0
Shenwan Hongyuan Group,China,4900.0,1120.8,75098.0,6993.0
Nippon Express,Japan,18848.0,283.2,15712.0,6969.0
Interactive Brokers Group,United States,2498.0,195.0,95679.0,6953.0
China Taiping Insurance,Hong Kong,35676.0,844.4,148729.0,6938.0
Mizrahi Tefahot Bank,Israel,3093.0,468.2,112165.0,6917.0
Pegatron,Taiwan,47524.0,686.3,24356.0,6905.0
Banca Mediolanum,Italy,2717.0,495.3,72142.0,6891.0
Obayashi,Japan,17342.0,866.3,21544.0,6886.0
Magnit,Russia,21474.0,456.0,13001.0,6884.0
Nine Dragons Paper Holdings,Hong Kong,7823.0,859.3,12765.0,6872.0
Cencosud,Chile,13969.0,162.2,13953.0,6871.0
China Coal Energy,China,20473.0,775.1,43055.0,6843.0
Vietin Bank,Vietnam,4187.0,588.7,58115.0,6779.0
GD Power Development,China,15965.0,144.3,53158.0,6778.0
First American Financial,United States,7087.0,696.4,12796.0,6753.0
Yanzhou Coal Mining,China,10012.0,908.2,41746.0,6748.0
Shanghai Commercial & Savings Bank,Taiwan,1819.0,457.2,75227.0,6696.0
Nexstar Media Group,United States,4501.0,811.4,13404.0,6662.0
Kingboard Holdings,Hong Kong,5610.0,606.4,12026.0,6655.0
Woori Financial Group,South Korea,10129.0,1066.5,367376.0,6632.0
Schaeffler,Germany,14363.0,-483.3,16881.0,6558.0
Lanxess,Germany,6958.0,1008.9,11194.0,6533.0
Chang Hwa Bank,Taiwan,1336.0,239.1,82335.0,6523.0
Scor,France,17389.0,266.8,54370.0,6492.0
China International Marine,China,13597.0,801.3,22357.0,6487.0
Oji Holdings,Japan,12896.0,346.0,18358.0,6471.0
Mapfre,Spain,20997.0,600.3,78031.0,6467.0
Asr Nederland,Netherlands,8878.0,693.1,93807.0,6466.0
Mitsui Chemicals,Japan,11215.0,410.4,14809.0,6429.0
SYNNEX,United States,24350.0,489.3,7726.0,6428.0
CPFL Energia,Brazil,5990.0,706.3,9454.0,6401.0
Shimizu,Japan,13956.0,752.5,18002.0,6380.0
Jiangxi Zhengbang Technology,China,5641.0,1003.2,7457.0,6367.0
BOK Financial,United States,1927.0,432.8,46671.0,6355.0
Helvetia Holding,Switzerland,10874.0,282.1,79542.0,6353.0
Rexel,France,14355.0,-297.8,12190.0,6342.0
China Resources Power,Hong Kong,8967.0,977.7,33484.0,6290.0
Grupo Inbursa,Mexico,3243.0,588.9,26239.0,6276.0
Ooredoo Q.P.S.C,Qatar,7928.0,309.4,24097.0,6262.0
Bank of East Asia,Hong Kong,3526.0,363.8,114062.0,6251.0
Bankinter,Spain,2474.0,361.5,117769.0,6244.0
China Galaxy Securities,China,3828.0,1050.0,68157.0,6223.0
BJ's Wholesale Club,United States,15430.0,421.0,5412.0,6203.0
Agile Group Holdings,China,11871.0,1370.8,47978.0,6201.0
Hyundai Glovis,South Korea,14001.0,513.8,10033.0,6198.0
Angang Steel,China,14518.0,288.9,13463.0,6173.0
KT ,South Korea,20270.0,557.7,30988.0,6163.0
Vietnam Technological & Commercial Joint Stock Bank,Vietnam,1664.0,530.4,19045.0,6146.0
Popular,United States,2591.0,506.6,65926.0,6143.0
Toppan Printing,Japan,13732.0,814.0,21872.0,6108.0
Industrial Bank of Korea,South Korea,8995.0,1301.6,332888.0,6054.0
Manpower,United States,18001.0,23.8,9328.0,6046.0
China Merchants Port Holdings,Hong Kong,1153.0,664.1,21933.0,6041.0
Commercial Bank of Qatar ,Qatar,1953.0,357.4,42188.0,6039.0
Far Eastern New Century,Taiwan,7022.0,273.8,21957.0,6025.0
CJ Cheiljedang,South Korea,20549.0,581.1,23577.0,6021.0
Wm Morrison Supermarkets,United Kingdom,22635.0,123.5,15155.0,5988.0
Nippon Yusen,Japan,14621.0,606.5,18989.0,5975.0
Bank of Changsha,China,4516.0,739.3,100468.0,5956.0
Unum,United States,13162.0,793.0,60684.0,5929.0
EN+ Group International ,Russia,10356.0,1016.0,22065.0,5927.0
Cathay Pacific Airways,Hong Kong,6051.0,-2791.1,26384.0,5924.0
China Development Financial,Taiwan,12375.0,429.8,122237.0,5894.0
Dai Nippon Printing,Japan,12573.0,61.2,16532.0,5893.0
iA Financial Corporation,Canada,11634.0,471.9,66315.0,5892.0
Jinke Property Group,China,12273.0,1018.5,58283.0,5869.0
Shanghai Pharmaceuticals,China,27013.0,592.3,19672.0,5867.0
Open House,Japan,5658.0,604.5,5569.0,5841.0
New York Community Bancorp,United States,1769.0,505.3,56404.0,5837.0
Bank Of Chengdu,China,3568.0,819.7,93838.0,5831.0
Origin Energy,Australia,8603.0,-346.3,17094.0,5831.0
A2A,Italy,7601.0,415.0,14959.0,5810.0
Tenet Healthcare,United States,17640.0,399.0,27106.0,5794.0
Banque Centrale Populaire,Morocco,2737.0,129.5,49895.0,5794.0
Hyundai Steel,South Korea,15276.0,-364.5,32077.0,5774.0
AntarChile,Chile,18017.0,124.8,25557.0,5730.0
Koç Holding,Turkey,20537.0,1319.3,84776.0,5713.0
Mirae Asset Daewoo,South Korea,2150.0,647.7,114247.0,5694.0
Enstar Group,Bermuda,1397.0,1755.0,21647.0,5685.0
Valley Natl Bancorp,United States,1555.0,390.6,40761.0,5650.0
Bank of Ireland,Ireland,6059.0,-845.9,163655.0,5626.0
Youngor Group,China,1874.0,924.7,11060.0,5580.0
Korea Investment Holdings,South Korea,2315.0,731.8,64842.0,5545.0
Air Lease ,United States,2015.0,516.3,25215.0,5538.0
Huaneng Power International,China,24322.0,64.8,68795.0,5516.0
Shanghai Electric Group,China,18406.0,536.3,40399.0,5474.0
Metallurgical Corp of China,China,57912.0,1148.8,77432.0,5468.0
KWG Group Holdings,Hong Kong,4317.0,931.7,35505.0,5384.0
AVIC Capita,China,3038.0,474.4,58044.0,5320.0
Taishin Financial Holdings,Taiwan,2018.0,492.2,78157.0,5276.0
Bank Pekao,Poland,2730.0,282.6,62319.0,5272.0
Macy's,United States,18098.0,-3943.0,19096.0,5231.0
Moscow Exchange,Russia,699.0,347.7,66689.0,5224.0
CIT Group,United States,3070.0,-615.3,58107.0,5214.0
China Gezhouba,China,16148.0,620.4,39666.0,5203.0
SinoPac Financial,Taiwan,1818.0,415.7,76281.0,5170.0
Financiere de l'Odet,France,27483.0,244.0,62290.0,5161.0
Mazda Motor,Japan,26538.0,-922.5,28453.0,5151.0
RHB Bank,Malaysia,2647.0,470.6,67408.0,5150.0
LG Uplus,South Korea,11372.0,395.6,16892.0,5143.0
China Huarong Asset Management,China,12434.0,-126.7,244768.0,5129.0
Commercial International Bank,Egypt,2955.0,647.4,27199.0,5122.0
Krung Thai Bank,Thailand,4852.0,534.6,111264.0,5105.0
Qurate Retail Group,United States,14177.0,1204.0,16999.0,5095.0
Nedbank,South Africa,5857.0,222.3,83611.0,5081.0
Steel Authority of India,India,8365.0,448.7,16617.0,5077.0
Sichuan Road & Bridge,China,8345.0,368.1,16048.0,5017.0
Israel Discount Bank,Israel,3564.0,283.5,91556.0,5009.0
China National Chemical,China,15311.0,483.8,18578.0,4984.0
Jointown Pharmaceutical Group,China,15153.0,406.6,11558.0,4978.0
China Jinmao,Hong Kong,8817.0,552.7,59292.0,4947.0
Punjab National Bank,India,12012.0,140.4,174665.0,4911.0
Chongqing Rural Bank,China,7205.0,1207.5,173786.0,4911.0
Abu Dhabi Islamic Bank,United Arab Emirates,1732.0,359.6,34797.0,4904.0
Bank of Guizhou,China,3073.0,531.4,69788.0,4881.0
Leonardo,Italy,15287.0,274.7,33125.0,4851.0
Inter Rao,Russia,13631.0,1036.4,12325.0,4836.0
Guangzhou R&F,China,12548.0,1308.5,67614.0,4829.0
Gudang Garam,Indonesia,7872.0,525.9,5565.0,4809.0
RusHydro,Russia,5291.0,640.6,12854.0,4763.0
Tokyo Electric Power,Japan,53455.0,-2375.7,115909.0,4741.0
Brilliance China Automotive Holdings,Hong Kong,485.0,1077.2,7571.0,4740.0
Far East Horizon,Hong Kong,4418.0,664.2,45862.0,4738.0
Chiba Bank,Japan,1953.0,445.1,170681.0,4731.0
Kerry Properties,Hong Kong,1976.0,696.6,25248.0,4724.0
Hyundai Engineering,South Korea,14383.0,103.7,16514.0,4707.0
Storebrand,Norway,8555.0,249.1,84990.0,4706.0
Concordia Financial Group,Japan,2667.0,385.5,200729.0,4701.0
Bawag Group,Austria,1749.0,324.0,65005.0,4692.0
Tohoku Electric Power,Japan,20092.0,601.9,42553.0,4683.0
Bank of Baroda,India,11899.0,370.7,167402.0,4681.0
Tongling Nonferrous Metals,China,13505.0,124.1,7435.0,4680.0
Sistema,Russia,9559.0,98.0,19216.0,4662.0
Hong Leong Financial,Malaysia,2026.0,470.9,65493.0,4599.0
China Railway Signal & Communication,China,5828.0,554.2,16106.0,4593.0
Huishang Bank,China,8434.0,1311.9,194505.0,4576.0
Showa Denko,Japan,9120.0,-714.7,21343.0,4572.0
Centrica,United Kingdom,15708.0,65.4,23401.0,4537.0
Orient Securities,China,2593.0,381.4,44515.0,4518.0
Shizuoka Bank,Japan,2017.0,390.7,134417.0,4500.0
Powerlong Real Estate ,China,5172.0,887.3,29838.0,4484.0
China Reinsurance Group,China,24047.0,829.5,66340.0,4483.0
Chongqing Changan Auto,China,11178.0,497.1,16365.0,4467.0
Wintrust Financial,United States,1930.0,293.0,45081.0,4459.0
MOL Hungarian Oil,Hungary,13024.0,-51.8,18579.0,4444.0
Guangzhou Rural Commercial Bank,China,5902.0,733.4,157268.0,4443.0
Kyushu Electric Power,Japan,19266.0,501.4,49558.0,4438.0
Bank of Kyoto,Japan,1002.0,184.4,107938.0,4419.0
Old Mutual,South Africa,8900.0,-309.6,62978.0,4418.0
Avnet,United States,17861.0,-76.2,8264.0,4401.0
Shin Kong Financial,Taiwan,17146.0,455.9,155062.0,4361.0
Bendigo & Adelaide Bank,Australia,1575.0,200.3,62322.0,4343.0
RiseSun Real Estate Development,China,10453.0,1232.6,40335.0,4333.0
Yamada Denki,Japan,15704.0,398.2,12760.0,4317.0
Halyk Bank,Kazakhstan,2520.0,851.6,24666.0,4316.0
China Life Insurance (Taiwan),Taiwan,12086.0,528.0,78996.0,4307.0
Banco BPM,Italy,5140.0,151.4,224748.0,4299.0
Beijing Enterprises,Hong Kong,8820.0,681.7,26413.0,4288.0
Mitsubishi Motors,Japan,14575.0,-2416.3,17342.0,4278.0
Chugoku Electric Power,Japan,12050.0,346.8,32797.0,4238.0
HBIS,China,15322.0,276.8,32842.0,4231.0
"Sumitomo Forestry Co.,",Japan,10488.0,379.6,10569.0,4221.0
Mitsui OSK Lines,Japan,9552.0,454.7,19917.0,4193.0
PGE Polska Grupa Energetyczna,Poland,11741.0,28.2,21899.0,4187.0
Medipal Holdings,Japan,30049.0,249.9,16895.0,4181.0
Compal Electronics,Taiwan,35624.0,318.0,16618.0,4174.0
Jiangsu Zhongnan Construction Group,China,10668.0,796.8,50012.0,4172.0
Metropolitan Bank & Trust,Philippines,2895.0,278.8,51164.0,4155.0
Haseko,Japan,7386.0,456.0,8590.0,4154.0
Beijing Shougang,China,11515.0,209.1,22057.0,4152.0
Olam International,Singapore,25968.0,137.2,20204.0,4145.0
Legend Holding,China,60631.0,567.3,99656.0,4142.0
Brighthouse Financial,United States,8503.0,-1061.0,249561.0,4142.0
Unipol Gruppo,Italy,15155.0,806.4,96136.0,4141.0
Goodyear,United States,12321.0,-1254.0,16506.0,4136.0
Tokyu Fudosan,Japan,8940.0,267.2,26039.0,4118.0
E-mart ,South Korea,18674.0,288.8,20566.0,4106.0
Luzerner Kantonalbank,Switzerland,682.0,237.0,53085.0,4096.0
Ultrapar Participacoes,Brazil,15750.0,173.2,7097.0,4091.0
Kawasaki Heavy Industries,Japan,14409.0,-0.6,19775.0,4057.0
Shanghai Construction ,China,33395.0,445.5,45358.0,4047.0
Nanjing Iron & Steel,China,7657.0,412.3,7325.0,4043.0
China Everbright International,Hong Kong,5535.0,775.6,20401.0,4032.0
Yango Group,China,11737.0,724.0,52920.0,4005.0
Alfresa Holdings,Japan,24550.0,293.7,13776.0,3972.0
PennyMac Financial Services,United States,3184.0,1646.9,31598.0,3963.0
Guangzhou Baiyunshan Pharmaceutical Holdings,China,8904.0,419.7,9138.0,3963.0
ALSO Holding,Switzerland,13573.0,148.6,3532.0,3955.0
China Grand Automotive Services,China,22906.0,186.7,22463.0,3941.0
Bank Of Guiyang,China,4281.0,821.9,84609.0,3932.0
China Fortune Land Development,China,12953.0,1733.3,74415.0,3930.0
Metro Group,Germany,27838.0,676.0,16542.0,3900.0
Power Finance,India,9051.0,1254.0,103556.0,3874.0
Quilter,United Kingdom,6041.0,114.1,92094.0,3860.0
Virgin Money UK,United Kingdom,2978.0,-280.3,116687.0,3860.0
Murphy USA,United States,11264.0,386.1,2737.0,3854.0
Aurubis,Germany,15290.0,413.8,7269.0,3854.0
Xiamen C&D,China,55595.0,808.4,57060.0,3837.0
STRABAG,Austria,16595.0,398.3,13421.0,3835.0
Cannae Holdings,United States,586.0,1786.2,4616.0,3835.0
Indian Railway Finance,India,1982.0,524.1,36474.0,3823.0
Huaibei Mining Holdings,China,8624.0,493.9,10247.0,3810.0
Wuchan Zhongda Group,China,56611.0,404.5,17975.0,3803.0
Rosseti,Russia,13842.0,546.5,35189.0,3801.0
Garanti Bank,Turkey,7222.0,947.0,72920.0,3789.0
Bank of Jinzhou,China,5408.0,57.5,118963.0,3779.0
Quinenco,Chile,6557.0,312.9,74435.0,3762.0
Hyundai Heavy Industries Holdings,South Korea,16256.0,-516.3,24449.0,3741.0
Bank of Suzhou,China,2622.0,359.3,56771.0,3700.0
Qingdao Rural Commercial Bank,China,2404.0,419.7,57589.0,3696.0
Yuexiu Property ,Hong Kong,6698.0,616.2,40245.0,3633.0
Bank Muscat,Oman,1552.0,446.4,32350.0,3621.0
TMB Bank,Thailand,2949.0,323.1,60358.0,3580.0
GS Holdings,South Korea,12961.0,-205.7,22532.0,3532.0
Jyske Bank,Denmark,1942.0,220.4,110569.0,3504.0
Vienna Insurance Group,Austria,11803.0,263.9,60536.0,3504.0
JTEKT,Japan,13050.0,-34.9,11996.0,3467.0
Sojitz,Japan,14947.0,375.1,21342.0,3438.0
Inventec,Taiwan,17263.0,256.3,7622.0,3431.0
Vodafone Idea,India,5949.0,-6591.0,28754.0,3413.0
Kaisa Group Holdings,China,8121.0,789.0,47387.0,3411.0
Fukuoka Financial Group,Japan,2610.0,5.0,263251.0,3403.0
Bank of Xi'an,China,1971.0,378.9,44541.0,3400.0
Eurobank Ergasias,Greece,3439.0,-1382.8,82869.0,3397.0
Suzuken,Japan,19988.0,131.2,11840.0,3394.0
Vipshop Holdings,China,14843.0,863.1,9013.0,3390.0
Shenzhen Investment,Hong Kong,2437.0,480.0,19639.0,3368.0
China Nuclear Engineering Corporation,China,10265.0,180.7,21224.0,3355.0
Bank of Jiujiang,China,2856.0,241.5,63579.0,3346.0
Samsung Securities,South Korea,1393.0,430.4,58796.0,3328.0
Wistron,Taiwan,28698.0,294.9,15262.0,3308.0
Kiwoom Securities,South Korea,1479.0,596.1,34605.0,3293.0
Technipfmc,United Kingdom,13117.0,-3287.6,19693.0,3276.0
Shinsei Bank,Japan,2710.0,249.6,101868.0,3275.0
NH Investment & Securities,South Korea,2028.0,489.0,57754.0,3220.0
Akbank,Turkey,5734.0,870.3,64355.0,3202.0
BPER Banca,Italy,3561.0,280.0,113852.0,3201.0
Investec,United Kingdom,3635.0,1258.6,65499.0,3194.0
Fluor,United States,15668.0,-435.0,7310.0,3164.0
Sinotrans Ltd.,China,12239.0,398.5,9604.0,3162.0
China Communications Services,China,17811.0,446.3,14448.0,3156.0
Taiheiyo Cement,Japan,8187.0,428.7,10331.0,3130.0
Lotte Shopping,South Korea,13717.0,-663.7,30221.0,3128.0
Hubei Biocause Pharmaceutical,China,6045.0,190.6,33321.0,3121.0
Xinyu Iron & Steel,China,9746.0,378.8,7483.0,3119.0
Banco de Sabadell,Spain,7087.0,1.6,288468.0,3109.0
Greentown China Holdings,China,9573.0,166.7,53093.0,3103.0
Bank of India,India,6633.0,-216.0,98590.0,3072.0
Huadian Power International,China,12812.0,468.9,36192.0,3059.0
Tronox,United States,2765.0,969.0,6568.0,3054.0
American Equity Investment,United States,3716.0,671.5,68048.0,3047.0
LT Group,Philippines,1904.0,423.8,28176.0,3045.0
American National Group,United States,3786.0,468.0,29197.0,3044.0
Mitsubishi Materials,Japan,13781.0,-673.4,18889.0,3032.0
China Energy Engineering,China,39326.0,685.7,72793.0,3027.0
Electric Power Development,Japan,7905.0,558.3,27381.0,3025.0
Rocket Companies,United States,16252.0,3757.3,37535.0,2999.0
ALFA,Mexico,13528.0,182.7,12856.0,2995.0
Zhenro Properties Group,China,5256.0,386.5,33852.0,2991.0
IHI,Japan,11532.0,28.2,16602.0,2989.0
National Bank of Greece,Greece,3288.0,43.3,94807.0,2979.0
Canara Bank,India,11491.0,-204.4,156303.0,2971.0
Union Bank of India,India,9954.0,-150.9,142818.0,2969.0
Midea Real Estate Holding,China,7691.0,627.6,43389.0,2943.0
Bank of Zhengzhou,China,3915.0,425.4,78611.0,2928.0
Bank of Qingdao,China,2813.0,333.8,65522.0,2873.0
Times Property Holdings,China,5668.0,720.9,29283.0,2870.0
China Aoyuan Group,China,9853.0,858.8,49799.0,2856.0
Datang International Power,China,13679.0,263.1,42887.0,2834.0
